,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other
29,0.10731602852358282,0.11298465527308468,0.029464699998199343,0.30617202919418035,0.08635629579918014,0.07186044699168777,0.07143669573248809,0.0456162091250858,0.012942904264987391,0.15585003509752363
30,0.017078023834564172,0.054680584248122485,0.00941495443914091,0.0650020989592563,0.07150212877611149,0.07104680900150441,0.21666889694257274,0.2785048397457115,0.10569513272607642,0.1104065313269395
31,0.07390155462124218,0.20616836468228594,0.13974264877814163,0.0742963168869095,0.10560752722723046,0.12544256629935613,0.012238246182240883,0.06013122028093057,0.0039577650439262336,0.19851378999773664
32,0.05667968135999283,0.05393513729360091,0.04699673739407196,0.19307639941553315,0.1089423081195639,0.0401294258871133,0.020573016837285487,0.17241388415259565,0.020699829780368613,0.2865535797598741
33,0.18042501937250865,0.1463611259012303,0.2511734139517341,0.03846170248918359,0.0373791511820144,0.01204877826125221,0.0780537292204741,0.020933018702339108,0.21455009511902262,0.020613965800240656
34,0.16150240945288005,0.13980015646570026,0.02112983084295625,0.024335390248481255,0.19759067234027114,0.030788914978675266,0.16820283699466512,0.03691178373265936,0.007037455837394411,0.2127005491063166
35,0.23094258972048867,0.09535176586709761,0.14026171564168463,0.012823655742646177,0.08947798862846774,0.010667835896312794,0.19738048007381087,0.02329240405246938,0.18145519601299984,0.0183463683640224
36,0.06494464716795727,0.03690279214693741,0.009943214164004646,0.14847113896396935,0.09468955321553564,0.12370869772381275,0.04935512106946993,0.25869027404188927,0.19552014757170325,0.017774413934720623
37,0.199652080844816,0.011680994962385236,0.1170432127891709,0.25644223549971995,0.1913565232876758,0.059073702240481564,0.04762944445011407,0.05412546006326592,0.05732156156543539,0.005674784296935305
38,0.030301483137249004,0.14590634258892776,0.15200754352315635,0.027174275090580288,0.11574049085421478,0.06821457739524193,0.058137465923453424,0.1641228590357824,0.018579304652511338,0.2198156577988825
39,0.11510256245762343,0.021695702002501656,0.22752976577187844,0.10622797084743045,0.003869281734757872,0.1219227907416939,0.11009586008470716,0.17601598239308694,0.08056315758156306,0.036976926384756914
40,0.010223802410465766,0.05127280186990099,0.009123750380786446,0.15945146746117503,0.01563391332798694,0.09652913404305201,0.26713530228250143,0.055014114913627545,0.0733027722177012,0.2623129410928026
41,0.04015071787594886,0.12956358454744207,0.06797340072720512,0.10163752885826635,0.2058611245752931,0.0907273470188677,0.01662716499493104,0.1365995805145164,0.08287877796961281,0.1279807729179164
42,0.10342843159210738,0.1797685585912091,0.08665288578512369,0.027108594342342283,0.0022623248195152495,0.012612824816147533,0.13077529712516658,0.00777903502723128,0.19094702391640914,0.25866502398474756
43,0.07985538285827039,0.1138021622954584,0.140847542836547,0.13275509985005093,0.13691067488688105,0.08473576119811675,0.06460425764300001,0.09978734488630896,0.04235234142592653,0.10434943211944009
44,0.09491251196236151,0.09264428352729398,0.0491603881997237,1.0362014969627909e-05,0.22354802462403434,0.09902812481540815,0.07919260300828962,0.00985975884960917,0.25251211094449405,0.09913183205381569
45,0.24405429341689022,0.1482092739484073,0.04478361279304073,0.18146078349989334,0.018177979693565507,0.059503203456598576,0.06469996979276381,0.054704904675034985,0.014870068204130296,0.16953591051967523
46,0.06825051284404278,0.0831905890342651,0.425434347035055,0.021508873366325496,0.1381537114571623,0.09746090200734378,0.040239771720562485,0.040727351811587376,0.00930946770365252,0.07572447302000332
47,0.4321930849810047,0.03528049006551067,0.008826281556878703,0.014765756570842207,0.17721378862056836,0.0440382397448487,0.06911356566305321,0.19094471348120845,0.0009707411421100255,0.026653338173974958
48,0.024397802153764688,0.17199153892616523,0.05746175389268913,0.07271392324762663,0.1349180469068919,0.18912114499662105,0.07200029258034894,0.05512053886513377,0.00430963391072856,0.21796532452003017
49,0.06394072017782143,0.05681303537968163,0.0060906343746933485,0.046634006128357434,0.4191144498205548,0.16202965019222862,0.01685152416590857,0.007904420482833597,0.11426093759519583,0.10636062168272489
50,0.3390644716575889,0.16076502825280492,0.030318408089310196,0.24455024720617569,0.04404190630947107,0.03280051002937123,0.02924731470603231,0.020245561606695224,0.046211332488734824,0.05275521965381557
51,0.23298605020104676,0.06063420138023956,0.0716819819211035,0.03774744615980653,0.23302675859164776,0.24537257231788517,0.00741401513174051,0.031097891435657492,0.07364778633990747,0.006391296520965191
52,0.11641973319179887,0.04115506192809125,0.14117872708611434,0.02453786876500141,0.1110077807989856,0.07004450316550331,0.10746475074252011,0.17292831031800895,0.21217499451865682,0.0030882694853192057
53,0.33388307766101466,0.09238290958270354,0.07955007026857501,0.1292833500211199,0.13514207900066869,0.0013390090292047178,0.17620856300378906,0.011743653825356583,0.024700553850977743,0.01576673375659013
54,0.018822932619482112,0.10321716281404866,0.10255158128629681,0.06523714607777284,0.11139857457147588,0.08990963757539684,0.004586697126921296,0.027950817418259704,0.13326726378030032,0.3430581867300457
55,0.07032465425166966,0.042262468571874226,0.29429320499105777,0.011746162875976823,0.2164518548538788,0.02210470331451651,0.03531465996955566,0.15209559411203438,0.038486432406459846,0.11692026465297634
56,0.035539364497776345,0.03931717467617458,0.12128509569849534,0.21101070866249752,0.013427794290393785,0.2544261624685656,0.1781533288024365,0.02172664017240589,0.061625305316526546,0.06348842541472786
57,0.0829407109071335,0.05910242586740671,0.052419721727208,0.028427133202247653,0.072276334180149,0.034611330383865546,0.19591837236888868,0.24769379279379158,0.15353605291725778,0.07307412565205153
58,0.04886121596920745,0.4597341916431596,0.01726747399517051,0.07762305346919753,0.029758554435180107,0.010647926388009736,0.04285647642134706,0.003423713385087356,0.1110524929828305,0.19877490131081016
59,0.29465245386349487,0.05719014671131021,0.12288463062690472,0.08489363134812256,0.04182742217083249,0.17982933216135488,0.07201283221463424,0.04194219796833198,0.02598634125448433,0.07878101168052978
60,0.08115980558697908,0.007905584606453294,0.115281320950542,0.20724364612385018,0.12668735129336914,0.13223053466640688,0.026976748289085303,0.0403296467941783,0.14502949511799682,0.11715586657113887
61,0.07185961077185551,0.11985470107705855,0.04029559867262948,0.2071960887583482,0.20086730946048156,0.08945249834631107,0.057625096844555954,0.10224396799085374,0.0754654814676599,0.03513964661024585
62,0.06940476146074874,0.026482128397312385,0.0700512174178668,0.04965320397573293,0.13656029191461333,0.02770516492237422,0.2756716280810482,0.2634683107045105,0.03412143234869801,0.04688186077709485
63,0.043226860176102694,0.2849997003376473,0.1810704349803932,0.02012950158911646,0.07601506009247921,0.035436468963902554,0.09981587013010784,0.07282097137140621,0.09529762384082788,0.09118750851801673
64,0.12973949510237678,0.10149007982529831,0.03012236968796876,0.05773932915365021,0.2546274885008361,0.04054232944136262,0.020701111120795347,0.1554360029271273,0.14034631260489858,0.06925548163568586
65,0.12609201038247156,0.07298412582900422,0.08578523209318759,0.13635175549224643,0.17532970645501358,0.08375681812143562,0.07332056055074872,0.10641282914956496,0.00041853747136371864,0.13954842445496332
66,0.08157418121368556,0.09799254015592194,0.0015203021662520183,0.06609687633647339,0.07236970018184666,0.20405839524341576,0.2235941706392613,0.07993535422314797,0.08958114319777591,0.08327733664221956
67,0.24695805196446732,0.12270049561090358,0.10957461677620325,0.07018750099721159,0.13987453334306701,0.07278683804878092,0.013134555900808335,0.03882794983591457,0.1051223401172193,0.08083311740542419
68,0.0025956898990761685,0.1619188455884691,0.14126734267938718,0.06314932933717633,0.008963338208928959,0.11553771898554131,0.13920651666871894,0.18192366965009088,0.04251628307685165,0.14292126590575951
69,0.00029786989172224225,0.03958178536171223,0.043461894640438314,0.2284196144951732,0.0035875745213381285,0.17131256057980387,0.09941665486725586,0.1689565034803994,0.16302989407135077,0.081935648090806
70,0.0277802239808506,0.2468676278793599,0.0648850197871309,0.09606640776357908,0.06208780705284262,0.030344169141276325,0.09672786255147452,0.08527038779688827,0.186075976587074,0.10389451745952384
71,0.023605331374002614,0.10767061939151741,0.009936808423098565,0.028243395964760255,0.06515399739904967,0.12707944187309658,0.18299168622360637,0.042147685772787095,0.12259511518327655,0.2905759183948049
72,0.04030279922661342,0.03666617257200169,0.17472284368440041,0.010586011959294924,0.06982072045681847,0.1625025722911877,0.350938654820644,0.1011142120912576,0.03335346073488848,0.019992552162893293
73,0.3976629491780847,0.03197447621775366,0.13509959330098392,0.2213678353124734,0.05573243291557539,0.059176771271755295,0.05229946838838947,0.005349232277060331,0.03691264068593845,0.004424600451985228
74,0.04940895768561552,0.03769154662562983,0.23814930479418706,0.04418153711084738,0.11961669324109181,0.09949981491612349,0.10853909539600777,0.05869619143566004,0.13027352089709815,0.11394333789773883
75,0.057308223687431596,0.12069428625202544,0.04894637242039979,0.19102927554138638,0.03676410067323047,0.17708077650465462,0.10984576043846259,0.048995702227250644,0.008762232484085485,0.20057326977107298
76,0.12080784811646865,0.0053661795719761,0.014370786251545866,0.08707344543599543,0.3019102055721234,0.22111612589648746,0.003931112360956854,0.12562272915135905,0.07820924956815854,0.04159231807492851
77,0.035310865171559375,0.016661318169819302,0.0878084370775643,0.1120949669340082,0.021721522379822823,0.24724378420574453,0.09678664202499895,0.09487608566336225,0.07801813549435144,0.2094782428787688
78,0.13032662937572725,0.06189846537716052,0.09206796513910703,0.06282801696344584,0.08708492365533752,0.13434306624518402,0.25792358330543125,0.015005400265175368,0.013792298244982992,0.14472965142844835
79,0.10489474775671326,0.08604214170264927,0.22205409295294795,0.0824926364463903,0.04218002593717294,0.2458474870232635,0.07902253690130265,0.03694750465636649,0.0298311972985059,0.07068762932468751
80,0.017139200699658765,0.019733333171152157,0.09079612430204874,0.09659447728926523,0.23299822600052256,0.08220638988909927,0.09014560310191393,0.11724110384111734,0.18881907318479013,0.06432646852043188
81,0.07501815805617593,0.06687667547819949,0.1099400056699823,0.012061777003535393,0.04696888378284926,0.21713548611262393,0.06741731477658745,0.35603310667639404,0.012855946301214373,0.03569264614243786
82,0.045047301309049444,0.20838137638818158,0.003211128466802351,0.07466144163071141,0.07554223058984429,0.16448616089598342,0.08327374789472586,0.032769484960718485,0.06065599310267325,0.25197113476130995
83,0.0749555634767967,0.051467873470550575,0.03426785645929809,0.30207414816563577,0.10869852433119903,0.013998310289015225,0.049025113371794646,0.14312537556770905,0.16182513094079948,0.06056210392720143
84,0.05745148711463673,0.061762969463303063,0.15421007145559193,0.024960170344849084,0.14760882216904742,0.23191555042192477,0.0989788451194495,0.04205383832934872,0.158008296383167,0.023049949198681956
85,0.04009213110527453,0.09608456516089837,0.09056077023152494,0.09834573669446224,0.08186769033180992,0.03958987748969367,0.23212306617347991,0.12268738021376838,0.11653392447576501,0.08211485812332292
86,0.03482836986241217,0.14991393316216697,0.01283164076882219,0.04873912466600406,0.016161921836320915,0.031714350255574085,0.2057591493851449,0.01136246923171823,0.24896610104212935,0.2397229397897072
87,0.06385113374188328,0.07516399531741479,0.14402721556532747,0.17542079794340495,0.011250462214440869,0.05305989319101344,0.007988598570388219,0.22808202662161448,0.16103483064575597,0.08012104618875646
88,0.006814197838926223,0.44131685649677754,0.05794200101826436,0.12187574619285621,0.02377768049758297,0.10735294731568261,0.13222397256997057,0.003125231154411392,0.06058695329657587,0.044984413618952286
89,0.0791362806744193,0.07965794486396778,0.0023786900449844746,0.07429993011553777,0.015411723455805153,0.3562240357720755,0.1779293267923686,0.0811853037782355,0.09983262159331291,0.033944142909293186
90,0.16221887934369136,0.044594109941555216,0.11097039082277206,0.08988506962979827,0.09119625749346924,0.3176189666450514,0.03858813975069562,0.05228031736947,0.07146549587268901,0.021182373130807834
91,0.03025400359236877,0.04873091472092742,0.16175896483592062,0.21339875246650358,0.15379349383631308,0.01057849550675306,0.06342567044314838,0.2006313843308452,0.05999600795182941,0.057432312315390324
92,0.17378294603369424,0.07180031975926379,0.10603760539229594,0.1478405639773584,0.10888574847240828,0.01026240867078092,0.026957508162133537,0.044143259529077064,0.2502049020698118,0.0600847379331761
93,0.04730631338601186,0.04819796856223484,0.020626676165650976,0.1726265375319414,0.17248049816565447,0.353611938233488,0.00905371794517003,0.015052785811193313,0.044773681708997086,0.11626988248965803
94,0.002386725064030811,0.3456401876959692,0.11032049491826373,0.033837893350843716,0.04421682103958177,0.07408259730070538,0.23977551435371405,0.02892313251217064,0.045192127898867555,0.07562450586585302
95,0.010379551693662753,0.38127428047157547,0.043035602755629364,0.06356445787443796,0.06740624321729248,0.039381715446122796,0.17023549821490727,0.04249775091283348,0.02339358255121188,0.15883131686232652
96,0.14300215225826118,0.2610900315736931,0.2955597070822743,0.04712387954233078,0.06977472203345397,0.0679928558635176,0.043470233285031155,0.012614264993059919,0.018824391751735534,0.04054776161664239
97,0.003105211719493213,0.009372527502971958,0.11721790178286426,0.24753422007452364,0.2374522570944146,0.05814688907546259,0.011782589404110158,0.06407331306491869,0.03946945239210536,0.2118456378891355
98,0.06133072484745653,0.011278960620173877,0.030653241510661546,0.1552513081109508,0.026157218069235058,0.1967189528953563,0.04867707266474136,0.2346694778876544,0.1011137799364018,0.13414926345736827
99,0.0978277380675861,0.05598505982441733,0.0008009401984475332,0.03843514980784988,0.3082484195867929,0.008089209988266198,0.047511725678534615,0.13551350613595461,0.006207372315659985,0.30138087839649075
100,0.34172310042230863,0.14170104476595505,0.11098248101084889,0.18966365846977346,0.07855002866054964,0.06710023980698243,0.019328745034549035,0.008050378640111442,0.028469694693317654,0.014430628495603842
101,0.020733043198572398,0.06502430422261748,0.1748882761972977,0.0779861965023553,0.05952830354039414,0.13116316330896372,0.016564873354892214,0.07512190979791201,0.03826614653368618,0.3407237833433088
102,0.18999687389555103,0.32342283416023904,0.10227835692988223,0.013135792410867873,0.02728902914228485,0.003923387758717796,0.08889789746481566,0.18673140232552426,0.06133934651474296,0.0029850793973742523
103,0.1788859138183737,0.016168889665820762,0.08435815057991608,0.18134886841098163,0.09020397118317494,0.040463577302937516,0.02068229710924384,0.1469884442648774,0.13815037486104145,0.10274951280363272
104,0.05110739114659218,0.014913287136304045,0.025507527260879587,0.18610639061597736,0.26468279767158925,0.03716702557916679,0.019974099451781885,0.01861111293022987,0.04318579192350517,0.3387445762839738
105,0.019154574514813387,0.260623651086818,0.32626010784382165,0.0026447487410893853,0.06731613797439231,0.03481087546893562,0.1078880458620494,0.01873418711910073,0.015686091208468762,0.14688158018051087
106,0.3616743557452899,0.006661715553669945,0.01581223000386836,0.19503350449128834,0.14744839063638815,0.01056474200714879,0.010243620815795676,0.0299828401078624,0.06306992802996844,0.15950867260871998
107,0.0070011462777032915,0.1619108816508559,0.3236872839737811,0.021618103138412934,0.019088347555879643,0.04288844153794661,0.16908492714959122,0.07275438248058812,0.11377636099703016,0.06819012523821096
108,0.15215666390413757,0.18822091699524654,0.11347982250598755,0.13236825383941628,0.03351095956690787,0.0004932816195020005,0.024751739471491237,0.002548828857213613,0.30195473384378374,0.05051479939631365
109,0.20840141061182346,0.26932668403534576,0.12586574777935208,0.0535507751878691,0.14461726503286976,0.07251214910519567,0.018970984520862082,0.022668385388378412,0.037874724324411656,0.046211874013891895
110,0.03236581879239183,0.006082599395173561,0.1637553624820778,0.008023767027355895,0.03828743146992225,0.1136917706123497,0.026853714880445006,0.27055991887669273,0.2280457430584968,0.11233387340509435
111,0.02279696705788095,0.13401501991267753,0.352074425779273,0.08887079030240817,0.007795458791168404,0.0069590593494507575,0.026454278773552498,0.15101038915529139,0.15713757727899647,0.052886033599300775
112,0.1333604936353579,0.025015530820008236,0.2648892543856278,0.21248082057124254,0.006655351617109516,0.02069992366629363,0.04529657252318931,0.10020455775088276,0.1204689177735023,0.07092857725678596
113,0.17432185048861,0.05069119187083303,0.05469760312689581,0.04509364534015723,0.030965856805572053,0.22369590314267873,0.10861618265332545,0.02984674028994991,0.09210224847865774,0.18996877780332003
114,0.10530303511894537,0.039209478811815995,0.2790027625691118,0.017500841172804704,0.034054917142617894,0.07512929839629032,0.10660562712519168,0.007953317114168607,0.1508821687217017,0.18435855382735183
115,0.055476805540519356,0.1944682030593071,0.13674785009568047,0.023927849539486193,0.022055193125040874,0.05403932143258094,0.14144119166313268,0.17035541722933145,0.06693612376037597,0.1345520445545449
116,0.025262207608471195,0.30005591589061076,0.11747028648272016,0.13609988056589922,0.20368588366691287,0.00467381183093988,0.03116166484197074,0.07175812064291537,0.041826845357647684,0.06800538311191194
117,0.013887790772774132,0.11389349227432193,0.2010638966656899,0.21241982047007,0.06985773136030082,0.006939852195954137,0.014185246791796877,0.08777781284573513,0.10015471145659925,0.17981964516675777
118,0.078216640523908,0.011901998165994182,0.03333603284617815,0.0846192647897706,0.06267008015999097,0.023410201344727835,0.3443073274088114,0.03250093012218339,0.2183452746257768,0.11069225001265874
119,0.08240011719442818,0.4335503317000323,0.04009056458568616,0.009077554427338489,0.035205950628810344,0.13056690383222838,0.08457582585482752,0.00739618965228987,0.05172013783991679,0.12541642428444197
120,0.08991316943026835,0.2345247691324572,0.058153758610867294,0.18490534465384204,0.021068359931467818,0.1479991725732735,0.18307422033581713,0.03258962423431847,0.04525232668083873,0.002519254416849629
121,0.03563859473286872,0.05902604271560718,0.025532412597377516,0.20831323829504175,0.21673059042905057,0.04999822303279415,0.007719130735312216,0.17048318025186585,0.16513748891309976,0.06142109829698253
122,0.0005526961061023596,0.09602341281261699,0.04451590751887624,0.007570408460665469,0.2437320778669295,0.16437081403825815,0.13963488409497068,0.036310222193466905,0.0111201204567789,0.2561694564513347
123,0.03675310912294072,0.04867916589304102,0.154427208375518,0.06699068383742927,0.22125699593137496,0.03422730639498803,0.27529615129138235,0.025346398095098213,0.01687413169495954,0.12014884936326792
124,0.04410377556897203,0.08029533209001792,0.3520251673379379,0.05145565901884687,0.014492792621634222,0.030980079746133215,0.16693820615849547,0.02288939349610716,0.18965160464410968,0.047167989317745615
125,0.03595003930845175,0.01259012661643507,0.016423642287969442,0.04688362811236796,0.086602168448215,0.16518262553978888,0.045510313044110864,0.2847172650817417,0.034958866228544036,0.27118132533237543
126,0.04059306764306409,0.032599831010763955,0.12956628534032635,0.20191064955902957,0.06198049022278421,0.0012589754634466494,0.06685438943727941,0.2163822338785321,0.0458948345096099,0.20295924293516376
127,0.032513855047334284,0.2856340382072086,0.03540133667575435,0.050574569088608023,0.320952233351097,0.020628277073265935,0.019744965406280863,0.005638891073503327,0.2070157788666503,0.0218960552102972
128,0.046109728451441484,0.08380276180149304,0.09779249511182754,0.1785043002626348,0.22332164616000438,0.0287738865713071,0.03402716665844125,0.06787876466646275,0.2178834710365208,0.021905779279866863
129,0.051615123050072424,0.13136643382691543,0.1456029884526529,0.07123740574716574,0.009470989592471458,0.17357023475370698,0.05902218654326388,0.06725716490242785,0.06322481454801768,0.22763265858330564
130,0.13746298171975072,0.12581579626478162,0.31796257730273153,0.01951303776700974,0.05571620207988467,0.10169066837233683,0.06931853782412102,0.12021162098096198,0.011026855027856452,0.04128172266056552
131,0.1138108407929985,0.09256167300692797,0.2315542796113431,0.20394135938033056,0.013004385696029802,0.021475094176266852,0.11213672110394028,0.15274771578452156,0.00404960522499961,0.05471832522264166
132,0.01962998629115467,0.005252741557659489,0.00757053819180582,0.03540381074892039,0.14554227168321762,0.20690062567952325,0.13167845314017387,0.14908583977932108,0.03364896640494445,0.2652867665232792
133,0.22952405696498496,0.07637577733245968,0.18035733698370815,0.0688925759156175,0.07535643646382631,0.023206406018350556,0.27271947595510476,0.05658460229709731,0.00420032678662045,0.012783005282230324
134,0.0035559036654484377,0.18996446728217153,0.05984874909574762,0.016258415150023523,0.17655172429204033,0.03381015552565885,0.42089478830201954,0.004578825106358849,0.008484724480320891,0.08605224710021031
135,0.059646253021585126,0.23417426465264002,0.04257588383162024,0.016972498308288213,0.04866483914778621,0.019941575526866234,0.001037959076501969,0.04483869399117882,0.33628379493187066,0.19586423751166274
136,0.18789851175349012,0.12139316407223043,0.05990189887357256,0.03317818765559117,0.009433671236705271,0.3368922021333048,0.06764767885059289,0.08049747622536073,0.03214501205314018,0.07101219714601183
137,0.037086615653083084,0.050704606581446994,0.09792453681306611,0.046036708503056266,0.04746517222847049,0.08279092787358726,0.20817697391820325,0.06010802089678904,0.3147698925968936,0.05493654493540396
138,0.053885656967426074,0.11458382483772891,0.22392433199920012,0.0045859083570589316,0.01898788375350361,0.1806128025734632,0.07121333794923256,0.08242577590526112,0.23208553541839966,0.017694942238725836
139,0.15447454177962688,0.10459546079218605,0.1505266617798382,0.03455488500980325,0.023468093232561823,0.007263498384002227,0.10980193425236966,0.014721354512288488,0.1893453431661138,0.2112482270912095
140,0.07540744188537034,0.09965148857321575,0.09113280721312794,0.01993801117761373,0.15526194966274243,0.0756954958909299,0.052409850687166165,0.22425220706416263,0.07080708488623241,0.13544366295943852
141,0.1366347351970384,0.05501386265627134,0.14195696742335998,0.036638697650827216,0.002661576017230527,0.20987133921149875,0.07709937760460801,0.1977882298252393,0.06479935557703902,0.07753585883688745
142,0.13525107512591208,0.06997721387710827,0.10216316912359767,0.09123296199872073,0.31088608659429373,0.06469983289347252,0.09131825034177551,0.04586922722206916,0.04058092939180602,0.04802125343124454
143,0.39080277095408184,0.17731544029815627,0.0663878179957437,0.002573415297305037,0.016820629682873896,0.0827565433128954,0.19707222792124704,0.01574398156842371,0.015348479187201055,0.035178693782072085
144,0.1764711709631899,0.011662785369553941,0.1648355407784985,0.2922535267001444,0.025044354607118402,0.11540383042525848,0.0017207617758916338,0.14330113880710987,0.06654280607537395,0.0027640844978609894
145,0.025368999023565368,0.02235969718533563,0.038696627248525815,0.07667282445474209,0.06729850102966278,0.04235303007417107,0.46252191361006495,0.01312666679281683,0.18675207369282457,0.06484966688829094
146,0.02309208656454063,0.23593728376097178,0.018399895167327113,0.012971990687292538,0.03941116979128094,0.1567886902534802,0.09084110941273686,0.11427425761091023,0.13161790452725725,0.17666561222420257
147,0.028132549808447906,0.15843008803382544,0.1056369928316445,0.14192320529937705,0.19433004954926666,0.1187574537128385,0.011325343716814956,0.06902320313150619,0.15148464687144458,0.020956467044834136
148,0.017238875502680943,0.09984844259306266,0.133783331145089,0.014238222827714446,0.05468229577821442,0.12697516500931624,0.008935445338363929,0.3214789192936159,0.21266868700669256,0.010150615505249825
149,0.07253224197955527,0.1699245721179073,0.057295841705961574,0.11322135675712729,0.1092530818655218,0.3038765484077953,0.032897646825429706,0.05402414975799118,0.03521646658043898,0.05175809400227161
150,0.09811694121309068,0.04303912628881034,0.08024339130197433,0.08458131018667528,0.01777218660095992,0.2087550133724152,0.033911782441855914,0.21758094114860121,0.10390220563706577,0.11209710180855116
